match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,0.1,Manchester Originals,Northern Superchargers,PD Salt,JC Buttler,RJW Topley,1,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,0.2,Manchester Originals,Northern Superchargers,JC Buttler,PD Salt,RJW Topley,0,1,1,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,0.3,Manchester Originals,Northern Superchargers,JC Buttler,PD Salt,RJW Topley,0,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,0.4,Manchester Originals,Northern Superchargers,JC Buttler,PD Salt,RJW Topley,1,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,0.5,Manchester Originals,Northern Superchargers,PD Salt,JC Buttler,RJW Topley,1,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,0.6,Manchester Originals,Northern Superchargers,JC Buttler,PD Salt,RJW Topley,0,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,1.1,Manchester Originals,Northern Superchargers,JC Buttler,PD Salt,CF Parkinson,1,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,1.2,Manchester Originals,Northern Superchargers,PD Salt,JC Buttler,CF Parkinson,1,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,1.3,Manchester Originals,Northern Superchargers,JC Buttler,PD Salt,CF Parkinson,0,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,1.4,Manchester Originals,Northern Superchargers,JC Buttler,PD Salt,CF Parkinson,4,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,1.5,Manchester Originals,Northern Superchargers,JC Buttler,PD Salt,CF Parkinson,1,0,,,,,,,,,
1355632,2023,2023-08-20,"Old Trafford, Manchester",1,2.1,Manchester Originals,Northern Superchargers,JC Buttler,PD Salt,RJW Topley,0,0,,,,,,,,,
