match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1355608,2023,2023-08-02,"Lord's, London",1,0.1,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,SM Curran,0,1,1,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,0.2,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,SM Curran,0,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,0.3,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,SM Curran,0,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,0.4,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,SM Curran,4,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,0.5,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,SM Curran,4,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,0.6,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,SM Curran,0,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,1.1,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,AAP Atkinson,0,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,1.2,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,AAP Atkinson,4,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,1.3,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,AAP Atkinson,0,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,1.4,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,AAP Atkinson,6,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,1.5,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,AAP Atkinson,0,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,2.1,London Spirit,Oval Invincibles,AM Rossington,DW Lawrence,SM Curran,4,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,2.2,London Spirit,Oval Invincibles,AM Rossington,DW Lawrence,SM Curran,0,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,2.3,London Spirit,Oval Invincibles,AM Rossington,DW Lawrence,SM Curran,4,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,2.4,London Spirit,Oval Invincibles,AM Rossington,DW Lawrence,SM Curran,4,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,2.5,London Spirit,Oval Invincibles,AM Rossington,DW Lawrence,SM Curran,0,1,1,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,2.6,London Spirit,Oval Invincibles,AM Rossington,DW Lawrence,SM Curran,1,0,,,,,,,,,
1355608,2023,2023-08-02,"Lord's, London",1,3.1,London Spirit,Oval Invincibles,DW Lawrence,AM Rossington,SP Narine,0,0,,,,,,,,,
