match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1355614,2023,2023-08-06,"Kennington Oval, London",1,0.1,Welsh Fire,Oval Invincibles,JM Clarke,LWP Wells,SM Curran,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,0.2,Welsh Fire,Oval Invincibles,JM Clarke,LWP Wells,SM Curran,2,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,0.3,Welsh Fire,Oval Invincibles,JM Clarke,LWP Wells,SM Curran,4,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,0.4,Welsh Fire,Oval Invincibles,JM Clarke,LWP Wells,SM Curran,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,0.5,Welsh Fire,Oval Invincibles,JM Clarke,LWP Wells,SM Curran,4,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,1.1,Welsh Fire,Oval Invincibles,JM Clarke,LWP Wells,SP Narine,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,1.2,Welsh Fire,Oval Invincibles,JM Clarke,LWP Wells,SP Narine,1,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,1.3,Welsh Fire,Oval Invincibles,LWP Wells,JM Clarke,SP Narine,6,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,1.4,Welsh Fire,Oval Invincibles,LWP Wells,JM Clarke,SP Narine,0,1,,,,1,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,1.5,Welsh Fire,Oval Invincibles,JM Clarke,LWP Wells,SP Narine,4,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,2.1,Welsh Fire,Oval Invincibles,LWP Wells,JM Clarke,AAP Atkinson,4,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,2.2,Welsh Fire,Oval Invincibles,LWP Wells,JM Clarke,AAP Atkinson,2,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,2.3,Welsh Fire,Oval Invincibles,LWP Wells,JM Clarke,AAP Atkinson,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,2.4,Welsh Fire,Oval Invincibles,LWP Wells,JM Clarke,AAP Atkinson,0,4,,,4,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,2.5,Welsh Fire,Oval Invincibles,LWP Wells,JM Clarke,AAP Atkinson,0,0,,,,,,caught,LWP Wells,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,3.1,Welsh Fire,Oval Invincibles,SS Eskinazi,JM Clarke,ZJ Chappell,1,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,3.2,Welsh Fire,Oval Invincibles,JM Clarke,SS Eskinazi,ZJ Chappell,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,3.3,Welsh Fire,Oval Invincibles,JM Clarke,SS Eskinazi,ZJ Chappell,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,3.4,Welsh Fire,Oval Invincibles,JM Clarke,SS Eskinazi,ZJ Chappell,1,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,3.5,Welsh Fire,Oval Invincibles,SS Eskinazi,JM Clarke,ZJ Chappell,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,4.1,Welsh Fire,Oval Invincibles,JM Clarke,SS Eskinazi,TK Curran,0,1,,,,1,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,4.2,Welsh Fire,Oval Invincibles,SS Eskinazi,JM Clarke,TK Curran,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,4.3,Welsh Fire,Oval Invincibles,SS Eskinazi,JM Clarke,TK Curran,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,4.4,Welsh Fire,Oval Invincibles,SS Eskinazi,JM Clarke,TK Curran,0,0,,,,,,caught,SS Eskinazi,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,4.5,Welsh Fire,Oval Invincibles,TB Abell,JM Clarke,TK Curran,0,2,,2,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,4.6,Welsh Fire,Oval Invincibles,TB Abell,JM Clarke,TK Curran,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,5.1,Welsh Fire,Oval Invincibles,TB Abell,JM Clarke,AAP Atkinson,0,0,,,,,,caught,TB Abell,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,5.2,Welsh Fire,Oval Invincibles,GD Phillips,JM Clarke,AAP Atkinson,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,5.3,Welsh Fire,Oval Invincibles,GD Phillips,JM Clarke,AAP Atkinson,2,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,5.4,Welsh Fire,Oval Invincibles,GD Phillips,JM Clarke,AAP Atkinson,4,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,5.5,Welsh Fire,Oval Invincibles,GD Phillips,JM Clarke,AAP Atkinson,0,0,,,,,,caught,GD Phillips,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,6.1,Welsh Fire,Oval Invincibles,JM Clarke,DJ Willey,SM Curran,1,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,6.2,Welsh Fire,Oval Invincibles,DJ Willey,JM Clarke,SM Curran,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,6.3,Welsh Fire,Oval Invincibles,DJ Willey,JM Clarke,SM Curran,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,6.4,Welsh Fire,Oval Invincibles,DJ Willey,JM Clarke,SM Curran,0,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,6.5,Welsh Fire,Oval Invincibles,DJ Willey,JM Clarke,SM Curran,1,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,7.1,Welsh Fire,Oval Invincibles,JM Clarke,DJ Willey,ZJ Chappell,1,0,,,,,,,,,
1355614,2023,2023-08-06,"Kennington Oval, London",1,7.2,Welsh Fire,Oval Invincibles,DJ Willey,JM Clarke,ZJ Chappell,0,0,,,,,,,,,
