match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,0.1,Welsh Fire,Southern Brave,SS Eskinazi,JM Bairstow,MD Fisher,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,0.2,Welsh Fire,Southern Brave,SS Eskinazi,JM Bairstow,MD Fisher,4,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,0.3,Welsh Fire,Southern Brave,SS Eskinazi,JM Bairstow,MD Fisher,1,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,0.4,Welsh Fire,Southern Brave,JM Bairstow,SS Eskinazi,MD Fisher,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,0.5,Welsh Fire,Southern Brave,JM Bairstow,SS Eskinazi,MD Fisher,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,1.1,Welsh Fire,Southern Brave,JM Bairstow,SS Eskinazi,C Overton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,1.2,Welsh Fire,Southern Brave,JM Bairstow,SS Eskinazi,C Overton,0,0,,,,,,caught,JM Bairstow,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,1.3,Welsh Fire,Southern Brave,JM Clarke,SS Eskinazi,C Overton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,1.4,Welsh Fire,Southern Brave,JM Clarke,SS Eskinazi,C Overton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,1.5,Welsh Fire,Southern Brave,JM Clarke,SS Eskinazi,C Overton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,2.1,Welsh Fire,Southern Brave,SS Eskinazi,JM Clarke,GHS Garton,1,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,2.2,Welsh Fire,Southern Brave,JM Clarke,SS Eskinazi,GHS Garton,0,0,,,,,,caught,JM Clarke,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,2.3,Welsh Fire,Southern Brave,TB Abell,SS Eskinazi,GHS Garton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,2.4,Welsh Fire,Southern Brave,TB Abell,SS Eskinazi,GHS Garton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,2.5,Welsh Fire,Southern Brave,TB Abell,SS Eskinazi,GHS Garton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,3.1,Welsh Fire,Southern Brave,TB Abell,SS Eskinazi,MD Fisher,1,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,3.2,Welsh Fire,Southern Brave,SS Eskinazi,TB Abell,MD Fisher,4,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,3.3,Welsh Fire,Southern Brave,SS Eskinazi,TB Abell,MD Fisher,0,1,1,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,3.4,Welsh Fire,Southern Brave,SS Eskinazi,TB Abell,MD Fisher,4,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,3.5,Welsh Fire,Southern Brave,SS Eskinazi,TB Abell,MD Fisher,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,3.6,Welsh Fire,Southern Brave,SS Eskinazi,TB Abell,MD Fisher,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,4.1,Welsh Fire,Southern Brave,TB Abell,SS Eskinazi,C Overton,0,0,,,,,,caught,TB Abell,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,4.2,Welsh Fire,Southern Brave,GD Phillips,SS Eskinazi,C Overton,0,1,1,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,4.3,Welsh Fire,Southern Brave,GD Phillips,SS Eskinazi,C Overton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,4.4,Welsh Fire,Southern Brave,GD Phillips,SS Eskinazi,C Overton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,4.5,Welsh Fire,Southern Brave,GD Phillips,SS Eskinazi,C Overton,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,4.6,Welsh Fire,Southern Brave,GD Phillips,SS Eskinazi,C Overton,4,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,5.1,Welsh Fire,Southern Brave,GD Phillips,SS Eskinazi,MD Fisher,0,1,1,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,5.2,Welsh Fire,Southern Brave,GD Phillips,SS Eskinazi,MD Fisher,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,5.3,Welsh Fire,Southern Brave,GD Phillips,SS Eskinazi,MD Fisher,0,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,5.4,Welsh Fire,Southern Brave,GD Phillips,SS Eskinazi,MD Fisher,1,0,,,,,,,,,
1355622,2023,2023-08-12,"Sophia Gardens, Cardiff",1,5.5,Welsh Fire,Southern Brave,SS Eskinazi,GD Phillips,MD Fisher,1,0,,,,,,,,,
